week,store_id,units_sold
2022-06-06,ST04,307
2022-06-13,ST04,286
2022-06-20,ST04,305
2022-06-27,ST04,287
2022-07-04,ST04,278
2022-07-11,ST04,294
2022-07-18,ST04,308
2022-07-25,ST04,297
2022-08-01,ST04,277
2022-08-08,ST04,290
2022-08-15,ST04,275
2022-08-22,ST04,278
2022-08-29,ST04,279
2022-09-05,ST04,249
2022-09-12,ST04,279
2022-09-19,ST04,264
2022-09-26,ST04,268
2022-10-03,ST04,259
2022-10-10,ST04,260
2022-10-17,ST04,268
2022-10-24,ST04,290
2022-10-31,ST04,302
2022-11-07,ST04,284
2022-11-14,ST04,300
2022-11-21,ST04,286
2022-11-28,ST04,269
2022-12-05,ST04,297
2022-12-12,ST04,303
2022-12-19,ST04,296
2022-12-26,ST04,308
2023-01-02,ST04,315
2023-01-09,ST04,301
2023-01-16,ST04,297
2023-01-23,ST04,315
2023-01-30,ST04,318
2023-02-06,ST04,320
2023-02-13,ST04,338
2023-02-20,ST04,350
2022-01-03,ST05,311
2022-01-10,ST05,314
2022-01-17,ST05,322
2022-01-24,ST05,310
2022-01-31,ST05,328
2022-02-07,ST05,348
2022-02-14,ST05,337
2022-02-21,ST05,323
2022-02-28,ST05,341
2022-03-07,ST05,351
2022-03-14,ST05,343
2022-03-21,ST05,333
2022-03-28,ST05,359
2022-04-04,ST05,326
2022-04-11,ST05,346
2022-04-18,ST05,339
2022-04-25,ST05,323
2022-05-02,ST05,349
2022-05-09,ST05,336
2022-05-16,ST05,315
2022-05-23,ST05,332
2022-05-30,ST05,315
2022-06-06,ST05,293
2022-06-13,ST05,303
2022-06-20,ST05,309
2022-06-27,ST05,308
2022-07-04,ST05,297
2022-07-11,ST05,290
2022-07-18,ST05,290
2022-07-25,ST05,277
2022-08-01,ST05,288
2022-08-08,ST05,271
2022-08-15,ST05,269
2022-08-22,ST05,268
2022-08-29,ST05,245
2022-09-05,ST05,247
2022-09-12,ST05,271
2022-09-19,ST05,255
2022-09-26,ST05,247
2022-10-03,ST05,254
2022-10-10,ST05,244
2022-10-17,ST05,254
2022-10-24,ST05,244
2022-10-31,ST05,257
2022-11-07,ST05,237
2022-11-14,ST05,275
2022-11-21,ST05,256
2022-11-28,ST05,248
2022-12-05,ST05,268
2022-12-12,ST05,271
2022-12-19,ST05,282
2022-12-26,ST05,271
2023-01-02,ST05,295
2023-01-09,ST05,338
2023-01-16,ST05,285
2023-01-23,ST05,309
2023-01-30,ST05,305
2023-02-06,ST05,316
2023-02-13,ST05,296
2023-02-20,ST05,307
2022-01-03,ST06,345
2022-01-10,ST06,319
2022-01-17,ST06,332
2022-01-24,ST06,368
2022-01-31,ST06,326
2022-02-07,ST06,327
2022-02-14,ST06,339
2022-02-21,ST06,341
2022-02-28,ST06,353
2022-03-07,ST06,345
2022-03-14,ST06,336
2022-03-21,ST06,348
2022-03-28,ST06,377
2022-04-04,ST06,361
2022-04-11,ST06,311
2022-04-18,ST06,342
2022-04-25,ST06,332
2022-05-02,ST06,348
2022-05-09,ST06,337
2022-05-16,ST06,360
2022-05-23,ST06,346
2022-05-30,ST06,342
2022-06-06,ST06,331
2022-06-13,ST06,325
2022-06-20,ST06,326
2022-06-27,ST06,334
2022-07-04,ST06,322
2022-07-11,ST06,308
2022-07-18,ST06,324
2022-07-25,ST06,308
2022-08-01,ST06,301
2022-08-08,ST06,290
2022-08-15,ST06,290
2022-08-22,ST06,287
2022-08-29,ST06,258
2022-09-05,ST06,302
2022-09-12,ST06,295
2022-09-19,ST06,285
2022-09-26,ST06,299
2022-10-03,ST06,291
2022-10-10,ST06,290
2022-10-17,ST06,256
2022-10-24,ST06,283
2022-10-31,ST06,293
2022-11-07,ST06,308
2022-11-14,ST06,312
2022-11-21,ST06,309
2022-11-28,ST06,280
2022-12-05,ST06,269
2022-12-12,ST06,305
2022-12-19,ST06,301
2022-12-26,ST06,315
2023-01-02,ST06,304
2023-01-09,ST06,311
2023-01-16,ST06,293
2023-01-23,ST06,319
2023-01-30,ST06,311
2023-02-06,ST06,323
2023-02-13,ST06,326
2023-02-20,ST06,321
2022-01-03,ST07,359
2022-01-10,ST07,360
2022-01-17,ST07,352
2022-01-24,ST07,356
2022-01-31,ST07,388
2022-02-07,ST07,369
2022-02-14,ST07,386
2022-02-21,ST07,382
2022-02-28,ST07,373
2022-03-07,ST07,373
2022-03-14,ST07,385
2022-03-21,ST07,388
2022-03-28,ST07,393
2022-04-04,ST07,371
2022-04-11,ST07,379
2022-04-18,ST07,384
2022-04-25,ST07,403
2022-05-02,ST07,354
2022-05-09,ST07,386
2022-05-16,ST07,371
2022-05-23,ST07,380
2022-05-30,ST07,366
2022-06-06,ST07,373
2022-06-13,ST07,383
2022-06-20,ST07,365
2022-06-27,ST07,362
2022-07-04,ST07,357
2022-07-11,ST07,339
2022-07-18,ST07,351
2022-07-25,ST07,338
2022-08-01,ST07,327
2022-08-08,ST07,332
2022-08-15,ST07,327
2022-08-22,ST07,336
2022-08-29,ST07,324
2022-09-05,ST07,316
2022-09-12,ST07,338
2022-09-19,ST07,331
2022-09-26,ST07,334
2022-10-03,ST07,326
2022-10-10,ST07,318
2022-10-17,ST07,315
2022-10-24,ST07,318
2022-10-31,ST07,334
2022-11-07,ST07,327
2022-11-14,ST07,310
2022-11-21,ST07,331
2022-11-28,ST07,317
2022-12-05,ST07,340
2022-12-12,ST07,328
2022-12-19,ST07,331
2022-12-26,ST07,352
2023-01-02,ST07,354
2023-01-09,ST07,339
2023-01-16,ST07,372
2023-01-23,ST07,393
2023-01-30,ST07,354
2023-02-06,ST07,397
2023-02-13,ST07,370
2023-02-20,ST07,376
2022-01-03,ST08,391
2022-01-10,ST08,387
2022-01-17,ST08,378
2022-01-24,ST08,390
2022-01-31,ST08,381
2022-02-07,ST08,400
2022-02-14,ST08,421
2022-02-21,ST08,394
2022-02-28,ST08,413
2022-03-07,ST08,424
2022-03-14,ST08,438
2022-03-21,ST08,444
2022-03-28,ST08,424
2022-04-04,ST08,422
2022-04-11,ST08,437
2022-04-18,ST08,428
2022-04-25,ST08,428
2022-05-02,ST08,444
2022-05-09,ST08,449
2022-05-16,ST08,430
2022-05-23,ST08,422
2022-05-30,ST08,428
2022-06-06,ST08,395
2022-06-13,ST08,414
2022-06-20,ST08,398
2022-06-27,ST08,435
2022-07-04,ST08,411
2022-07-11,ST08,400
2022-07-18,ST08,392
2022-07-25,ST08,360
2022-08-01,ST08,395
2022-08-08,ST08,403
2022-08-15,ST08,371
2022-08-22,ST08,386
2022-08-29,ST08,384
2022-09-05,ST08,355
2022-09-12,ST08,384
2022-09-19,ST08,388
2022-09-26,ST08,375
2022-10-03,ST08,372
2022-10-10,ST08,384
2022-10-17,ST08,358
2022-10-24,ST08,380
2022-10-31,ST08,395
2022-11-07,ST08,371
2022-11-14,ST08,402
2022-11-21,ST08,390
2022-11-28,ST08,375
2022-12-05,ST08,404
2022-12-12,ST08,399
2022-12-19,ST08,421
2022-12-26,ST08,409
2023-01-02,ST08,442
2023-01-09,ST08,427
2023-01-16,ST08,446
2023-01-23,ST08,440
2023-01-30,ST08,449
2023-02-06,ST08,473
2023-02-13,ST08,467
2023-02-20,ST08,464
2022-01-03,ST09,409
2022-01-10,ST09,403
2022-01-17,ST09,417
2022-01-24,ST09,409
2022-01-31,ST09,416
2022-02-07,ST09,425
2022-02-14,ST09,444
2022-02-21,ST09,449
2022-02-28,ST09,441
2022-03-07,ST09,463
2022-03-14,ST09,466
2022-03-21,ST09,461
2022-03-28,ST09,473
2022-04-04,ST09,458
2022-04-11,ST09,460
2022-04-18,ST09,466
2022-04-25,ST09,458
2022-05-02,ST09,465
2022-05-09,ST09,437
2022-05-16,ST09,465
2022-05-23,ST09,433
2022-05-30,ST09,435
2022-06-06,ST09,415
2022-06-13,ST09,432
2022-06-20,ST09,433
2022-06-27,ST09,424
2022-07-04,ST09,414
2022-07-11,ST09,379
2022-07-18,ST09,381
2022-07-25,ST09,378
2022-08-01,ST09,366
2022-08-08,ST09,385
2022-08-15,ST09,368
2022-08-22,ST09,361
2022-08-29,ST09,363
2022-09-05,ST09,342
2022-09-12,ST09,340
2022-09-19,ST09,338
2022-09-26,ST09,353
2022-10-03,ST09,351
2022-10-10,ST09,355
2022-10-17,ST09,362
2022-10-24,ST09,335
2022-10-31,ST09,348
2022-11-07,ST09,360
2022-11-14,ST09,347
2022-11-21,ST09,362
2022-11-28,ST09,386
2022-12-05,ST09,394
2022-12-12,ST09,400
2022-12-19,ST09,395
2022-12-26,ST09,399
2023-01-02,ST09,421
2023-01-09,ST09,411
2023-01-16,ST09,427
2023-01-23,ST09,446
2023-01-30,ST09,432
2023-02-06,ST09,436
2023-02-13,ST09,449
2023-02-20,ST09,461
2022-01-03,ST10,432
2022-01-10,ST10,409
2022-01-17,ST10,421
2022-01-24,ST10,436
2022-01-31,ST10,426
2022-02-07,ST10,424
2022-02-14,ST10,428
2022-02-21,ST10,434
2022-02-28,ST10,444
2022-03-07,ST10,436
2022-03-14,ST10,452
2022-03-21,ST10,470
2022-03-28,ST10,448
2022-04-04,ST10,465
2022-04-11,ST10,452
2022-04-18,ST10,434
2022-04-25,ST10,443
2022-05-02,ST10,432
2022-05-09,ST10,451
2022-05-16,ST10,425
2022-05-23,ST10,452
2022-05-30,ST10,440
2022-06-06,ST10,405
2022-06-13,ST10,435
2022-06-20,ST10,440
2022-06-27,ST10,408
2022-07-04,ST10,425
2022-07-11,ST10,387
2022-07-18,ST10,408
2022-07-25,ST10,381
2022-08-01,ST10,403
2022-08-08,ST10,372
2022-08-15,ST10,358
2022-08-22,ST10,392
2022-08-29,ST10,412
2022-09-05,ST10,375
2022-09-12,ST10,390
2022-09-19,ST10,380
2022-09-26,ST10,373
2022-10-03,ST10,384
2022-10-10,ST10,396
2022-10-17,ST10,362
2022-10-24,ST10,384
2022-10-31,ST10,382
2022-11-07,ST10,362
2022-11-14,ST10,401
2022-11-21,ST10,407
2022-11-28,ST10,374
2022-12-05,ST10,409
2022-12-12,ST10,392
2022-12-19,ST10,393
2022-12-26,ST10,416
2023-01-02,ST10,404
2023-01-09,ST10,408
2023-01-16,ST10,426
2023-01-23,ST10,426
2023-01-30,ST10,424
2023-02-06,ST10,399
2023-02-13,ST10,400
2023-02-20,ST10,434
2022-01-03,ST11,437
2022-01-10,ST11,455
2022-01-17,ST11,448
2022-01-24,ST11,489
2022-01-31,ST11,464
2022-02-07,ST11,481
2022-02-14,ST11,485
2022-02-21,ST11,507
2022-02-28,ST11,480
2022-03-07,ST11,500
2022-03-14,ST11,501
2022-03-21,ST11,513
2022-03-28,ST11,514
2022-04-04,ST11,504
2022-04-11,ST11,512
2022-04-18,ST11,505
2022-04-25,ST11,513
2022-05-02,ST11,505
2022-05-09,ST11,496
2022-05-16,ST11,500
2022-05-23,ST11,501
2022-05-30,ST11,520
2022-06-06,ST11,482
2022-06-13,ST11,487
2022-06-20,ST11,496
2022-06-27,ST11,448
2022-07-04,ST11,447
2022-07-11,ST11,448
2022-07-18,ST11,455
2022-07-25,ST11,481
2022-08-01,ST11,452
2022-08-08,ST11,457
2022-08-15,ST11,436
2022-08-22,ST11,405
2022-08-29,ST11,404
2022-09-05,ST11,441
2022-09-12,ST11,429
2022-09-19,ST11,410
2022-09-26,ST11,439
2022-10-03,ST11,407
2022-10-10,ST11,441
2022-10-17,ST11,446
2022-10-24,ST11,422
2022-10-31,ST11,421
2022-11-07,ST11,448
2022-11-14,ST11,430
2022-11-21,ST11,458
2022-11-28,ST11,439
2022-12-05,ST11,469
2022-12-12,ST11,466
2022-12-19,ST11,466
2022-12-26,ST11,468
2023-01-02,ST11,488
2023-01-09,ST11,469
2023-01-16,ST11,495
2023-01-23,ST11,500
2023-01-30,ST11,519
2023-02-06,ST11,502
2023-02-13,ST11,543
2023-02-20,ST11,524
2022-01-03,ST12,495
2022-01-10,ST12,479
2022-01-17,ST12,477
2022-01-24,ST12,494
2022-01-31,ST12,492
2022-02-07,ST12,502
2022-02-14,ST12,530
2022-02-21,ST12,520
2022-02-28,ST12,522
2022-03-07,ST12,528
2022-03-14,ST12,527
2022-03-21,ST12,540
2022-03-28,ST12,543
2022-04-04,ST12,529
2022-04-11,ST12,536
2022-04-18,ST12,564
2022-04-25,ST12,540
2022-05-02,ST12,531
2022-05-09,ST12,557
2022-05-16,ST12,530
2022-05-23,ST12,515
2022-05-30,ST12,533
2022-06-06,ST12,511
2022-06-13,ST12,512
2022-06-20,ST12,518
2022-06-27,ST12,509
2022-07-04,ST12,497
2022-07-11,ST12,496
2022-07-18,ST12,491
2022-07-25,ST12,509
2022-08-01,ST12,482
2022-08-08,ST12,481
2022-08-15,ST12,509
2022-08-22,ST12,476
2022-08-29,ST12,498
2022-09-05,ST12,495
2022-09-12,ST12,476
2022-09-19,ST12,461
2022-09-26,ST12,483
2022-10-03,ST12,487
2022-10-10,ST12,492
2022-10-17,ST12,483
2022-10-24,ST12,500
2022-10-31,ST12,505
2022-11-07,ST12,480
2022-11-14,ST12,514
2022-11-21,ST12,504
2022-11-28,ST12,500
2022-12-05,ST12,509
2022-12-12,ST12,541
2022-12-19,ST12,537
2022-12-26,ST12,510
2023-01-02,ST12,539
2023-01-09,ST12,542
2023-01-16,ST12,548
2023-01-23,ST12,550
2023-01-30,ST12,545
2023-02-06,ST12,578
2023-02-13,ST12,562
2023-02-20,ST12,574
2022-01-03,ST13,509
2022-01-10,ST13,510
2022-01-17,ST13,503
2022-01-24,ST13,505
2022-01-31,ST13,516
2022-02-07,ST13,538
2022-02-14,ST13,533
2022-02-21,ST13,538
2022-02-28,ST13,535
2022-03-07,ST13,539
2022-03-14,ST13,547
2022-03-21,ST13,524
2022-03-28,ST13,567
2022-04-04,ST13,539
2022-04-11,ST13,542
2022-04-18,ST13,564
2022-04-25,ST13,550
2022-05-02,ST13,546
2022-05-09,ST13,536
2022-05-16,ST13,521
2022-05-23,ST13,539
2022-05-30,ST13,547
2022-06-06,ST13,518
2022-06-13,ST13,541
2022-06-20,ST13,506
2022-06-27,ST13,506
2022-07-04,ST13,516
2022-07-11,ST13,506
2022-07-18,ST13,509
2022-07-25,ST13,487
2022-08-01,ST13,479
2022-08-08,ST13,465
2022-08-15,ST13,470
2022-08-22,ST13,468
2022-08-29,ST13,461
2022-09-05,ST13,479
2022-09-12,ST13,466
2022-09-19,ST13,449
2022-09-26,ST13,502
2022-10-03,ST13,462
2022-10-10,ST13,458
2022-10-17,ST13,489
2022-10-24,ST13,490
2022-10-31,ST13,465
2022-11-07,ST13,464
2022-11-14,ST13,473
2022-11-21,ST13,503
2022-11-28,ST13,490
2022-12-05,ST13,489
2022-12-12,ST13,504
2022-12-19,ST13,524
2022-12-26,ST13,498
2023-01-02,ST13,516
2023-01-09,ST13,510
2023-01-16,ST13,558
2023-01-23,ST13,559
2023-01-30,ST13,554
2023-02-06,ST13,546
2023-02-13,ST13,560
2023-02-20,ST13,531
2022-01-03,ST14,509
2022-01-10,ST14,520
2022-01-17,ST14,529
2022-01-24,ST14,543
2022-01-31,ST14,549
2022-02-07,ST14,547
2022-02-14,ST14,535
2022-02-21,ST14,557
2022-02-28,ST14,550
2022-03-07,ST14,568
2022-03-14,ST14,544
2022-03-21,ST14,523
2022-03-28,ST14,551
2022-04-04,ST14,583
2022-04-11,ST14,562
2022-04-18,ST14,553
2022-04-25,ST14,565
2022-05-02,ST14,558
2022-05-09,ST14,555
2022-05-16,ST14,541
2022-05-23,ST14,545
2022-05-30,ST14,543
2022-06-06,ST14,529
2022-06-13,ST14,520
2022-06-20,ST14,531
2022-06-27,ST14,536
2022-07-04,ST14,528
2022-07-11,ST14,522
2022-07-18,ST14,518
2022-07-25,ST14,539
2022-08-01,ST14,507
2022-08-08,ST14,512
2022-08-15,ST14,520
2022-08-22,ST14,494
2022-08-29,ST14,494
2022-09-05,ST14,501
2022-09-12,ST14,507
2022-09-19,ST14,489
2022-09-26,ST14,489
2022-10-03,ST14,485
2022-10-10,ST14,469
2022-10-17,ST14,498
2022-10-24,ST14,482
2022-10-31,ST14,466
2022-11-07,ST14,487
2022-11-14,ST14,471
2022-11-21,ST14,482
2022-11-28,ST14,497
2022-12-05,ST14,489
2022-12-12,ST14,517
2022-12-19,ST14,490
2022-12-26,ST14,515
2023-01-02,ST14,522
2023-01-09,ST14,537
2023-01-16,ST14,535
2023-01-23,ST14,530
2023-01-30,ST14,532
2023-02-06,ST14,534
2023-02-13,ST14,551
2023-02-20,ST14,532
2022-01-03,ST15,553
2022-01-10,ST15,553
2022-01-17,ST15,589
2022-01-24,ST15,561
2022-01-31,ST15,578
2022-02-07,ST15,584
2022-02-14,ST15,593
2022-02-21,ST15,596
2022-02-28,ST15,600
2022-03-07,ST15,610
2022-03-14,ST15,583
2022-03-21,ST15,603
2022-03-28,ST15,590
2022-04-04,ST15,608
2022-04-11,ST15,591
2022-04-18,ST15,593
2022-04-25,ST15,602
2022-05-02,ST15,618
2022-05-09,ST15,605
2022-05-16,ST15,598
2022-05-23,ST15,608
2022-05-30,ST15,575
2022-06-06,ST15,556
2022-06-13,ST15,571
2022-06-20,ST15,567
2022-06-27,ST15,580
2022-07-04,ST15,585
2022-07-11,ST15,538
2022-07-18,ST15,578
2022-07-25,ST15,561
2022-08-01,ST15,547
2022-08-08,ST15,537
2022-08-15,ST15,557
2022-08-22,ST15,525
2022-08-29,ST15,515
2022-09-05,ST15,520
2022-09-12,ST15,499
2022-09-19,ST15,520
2022-09-26,ST15,512
2022-10-03,ST15,518
2022-10-10,ST15,519
2022-10-17,ST15,503
2022-10-24,ST15,534
2022-10-31,ST15,509
2022-11-07,ST15,535
2022-11-14,ST15,509
2022-11-21,ST15,538
2022-11-28,ST15,528
2022-12-05,ST15,544
2022-12-12,ST15,542
2022-12-19,ST15,530
2022-12-26,ST15,549
2023-01-02,ST15,570
2023-01-09,ST15,583
2023-01-16,ST15,564
2023-01-23,ST15,562
2023-01-30,ST15,583
2023-02-06,ST15,597
2023-02-13,ST15,597
2023-02-20,ST15,599
2022-01-03,ST16,584
2022-01-10,ST16,569
2022-01-17,ST16,587
2022-01-24,ST16,588
2022-01-31,ST16,578
2022-02-07,ST16,611
2022-02-14,ST16,605
2022-02-21,ST16,602
2022-02-28,ST16,628
2022-03-07,ST16,623
2022-03-14,ST16,627
2022-03-21,ST16,633
2022-03-28,ST16,628
2022-04-04,ST16,605
2022-04-11,ST16,615
2022-04-18,ST16,631
2022-04-25,ST16,609
2022-05-02,ST16,616
2022-05-09,ST16,618
2022-05-16,ST16,628
2022-05-23,ST16,623
2022-05-30,ST16,614
2022-06-06,ST16,597
2022-06-13,ST16,606
2022-06-20,ST16,597
2022-06-27,ST16,584
2022-07-04,ST16,597
2022-07-11,ST16,582
2022-07-18,ST16,562
2022-07-25,ST16,582
2022-08-01,ST16,559
2022-08-08,ST16,565
2022-08-15,ST16,536
2022-08-22,ST16,550
2022-08-29,ST16,536
2022-09-05,ST16,534
2022-09-12,ST16,521
2022-09-19,ST16,568
2022-09-26,ST16,540
2022-10-03,ST16,544
2022-10-10,ST16,555
2022-10-17,ST16,542
2022-10-24,ST16,551
2022-10-31,ST16,531
2022-11-07,ST16,552
2022-11-14,ST16,548
2022-11-21,ST16,563
2022-11-28,ST16,563
2022-12-05,ST16,549
2022-12-12,ST16,548
2022-12-19,ST16,563
2022-12-26,ST16,590
2023-01-02,ST16,591
2023-01-09,ST16,596
2023-01-16,ST16,572
2023-01-23,ST16,569
2023-01-30,ST16,599
2023-02-06,ST16,607
2023-02-13,ST16,608
2023-02-20,ST16,623
2022-01-03,ST17,590
2022-01-10,ST17,606
2022-01-17,ST17,610
2022-01-24,ST17,613
2022-01-31,ST17,645
2022-02-07,ST17,619
2022-02-14,ST17,627
2022-02-21,ST17,617
2022-02-28,ST17,628
2022-03-07,ST17,641
2022-03-14,ST17,643
2022-03-21,ST17,636
2022-03-28,ST17,643
2022-04-04,ST17,639
2022-04-11,ST17,616
2022-04-18,ST17,598
2022-04-25,ST17,664
2022-05-02,ST17,644
2022-05-09,ST17,631
2022-05-16,ST17,608
2022-05-23,ST17,611
2022-05-30,ST17,638
2022-06-06,ST17,585
2022-06-13,ST17,610
2022-06-20,ST17,620
2022-06-27,ST17,607
2022-07-04,ST17,609
2022-07-11,ST17,594
2022-07-18,ST17,620
2022-07-25,ST17,574
2022-08-01,ST17,566
2022-08-08,ST17,582
2022-08-15,ST17,592
2022-08-22,ST17,571
2022-08-29,ST17,581
2022-09-05,ST17,560
2022-09-12,ST17,550
2022-09-19,ST17,580
2022-09-26,ST17,581
2022-10-03,ST17,580
2022-10-10,ST17,557
2022-10-17,ST17,549
2022-10-24,ST17,550
2022-10-31,ST17,564
2022-11-07,ST17,576
2022-11-14,ST17,578
2022-11-21,ST17,558
2022-11-28,ST17,581
2022-12-05,ST17,583
2022-12-12,ST17,588
2022-12-19,ST17,591
2022-12-26,ST17,594
2023-01-02,ST17,608
2023-01-09,ST17,607
2023-01-16,ST17,613
2023-01-23,ST17,606
2023-01-30,ST17,623
2023-02-06,ST17,621
2023-02-13,ST17,601
2023-02-20,ST17,636
2022-01-03,ST18,623
2022-01-10,ST18,631
2022-01-17,ST18,641
2022-01-24,ST18,645
2022-01-31,ST18,646
2022-02-07,ST18,636
2022-02-14,ST18,685
2022-02-21,ST18,648
2022-02-28,ST18,667
2022-03-07,ST18,683
2022-03-14,ST18,682
2022-03-21,ST18,687
2022-03-28,ST18,690
2022-04-04,ST18,696
2022-04-11,ST18,684
2022-04-18,ST18,714
2022-04-25,ST18,665
2022-05-02,ST18,677
2022-05-09,ST18,666
2022-05-16,ST18,660
2022-05-23,ST18,665
2022-05-30,ST18,673
2022-06-06,ST18,641
2022-06-13,ST18,635
2022-06-20,ST18,645
2022-06-27,ST18,636
2022-07-04,ST18,646
2022-07-11,ST18,628
2022-07-18,ST18,611
2022-07-25,ST18,598
2022-08-01,ST18,598
2022-08-08,ST18,587
2022-08-15,ST18,567
2022-08-22,ST18,579
2022-08-29,ST18,572
2022-09-05,ST18,568
2022-09-12,ST18,563
2022-09-19,ST18,586
2022-09-26,ST18,572
2022-10-03,ST18,575
2022-10-10,ST18,557
2022-10-17,ST18,553
2022-10-24,ST18,564
2022-10-31,ST18,573
2022-11-07,ST18,569
2022-11-14,ST18,575
2022-11-21,ST18,594
2022-11-28,ST18,591
2022-12-05,ST18,582
2022-12-12,ST18,595
2022-12-19,ST18,598
2022-12-26,ST18,615
2023-01-02,ST18,606
2023-01-09,ST18,625
2023-01-16,ST18,642
